"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"075076","Soleto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5341,"p","dato provvisorio"
"020063","Solferino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2686,"p","dato provvisorio"
"034035","Solignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1717,"p","dato provvisorio"
"064101","Solofra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12388,"p","dato provvisorio"
"006164","Solonghello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",209,"p","dato provvisorio"
"062073","Solopaca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3679,"p","dato provvisorio"
"108042","Sulbiate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4363,"p","dato provvisorio"
"066098","Sulmona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",23326,"p","dato provvisorio"
"017182","Sulzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1963,"p","dato provvisorio"
"012124","Sumirago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6095,"p","dato provvisorio"
"064105","Summonte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1525,"p","dato provvisorio"
"095087","Suni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1032,"p","dato provvisorio"
"003143","Suno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2731,"p","dato provvisorio"
"075081","Supersano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4296,"p","dato provvisorio"
"060076","Supino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4828,"p","dato provvisorio"
"075082","Surano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1592,"p","dato provvisorio"
"075083","Surbo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14944,"p","dato provvisorio"
"001270","Susa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6173,"p","dato provvisorio"
"026083","Susegana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11832,"p","dato provvisorio"
"020064","Sustinente","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2048,"p","dato provvisorio"
"085020","Sutera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1299,"p","dato provvisorio"
"056049","Sutri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6591,"p","dato provvisorio"
"030112","Sutrio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1267,"p","dato provvisorio"
"049020","Suvereto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3044,"p","dato provvisorio"
"020065","Suzzara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",21294,"p","dato provvisorio"
"097079","Taceno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",535,"p","dato provvisorio"
"095064","Tadasuni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",148,"p","dato provvisorio"
"008059","Taggia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14034,"p","dato provvisorio"
"029046","Taglio di Po","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8135,"p","dato provvisorio"
"006169","Tagliolo Monferrato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1538,"p","dato provvisorio"
"025059","Taibon Agordino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1742,"p","dato provvisorio"
"012125","Taino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3676,"p","dato provvisorio"
"030113","Taipana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",565,"p","dato provvisorio"
"099027","Talamello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1079,"p","dato provvisorio"
"014063","Talamona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4684,"p","dato provvisorio"
"016210","Taleggio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",546,"p","dato provvisorio"
"051038","Talla","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",999,"p","dato provvisorio"
"030114","Talmassons","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3966,"p","dato provvisorio"
"083097","Taormina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10844,"p","dato provvisorio"
"057067","Tarano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1413,"p","dato provvisorio"
"069089","Taranta Peligna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",352,"p","dato provvisorio"
"030116","Tarcento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8919,"p","dato provvisorio"
"056050","Tarquinia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16410,"p","dato provvisorio"
"078145","Tarsia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1948,"p","dato provvisorio"
"014064","Tartano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",195,"p","dato provvisorio"
"026084","Tarzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4270,"p","dato provvisorio"
"006170","Tassarolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",617,"p","dato provvisorio"
"064106","Taurano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1513,"p","dato provvisorio"
"080093","Taurianova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15280,"p","dato provvisorio"
"075084","Taurisano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11658,"p","dato provvisorio"
"030118","Tavagnacco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14865,"p","dato provvisorio"
"001271","Tavagnasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",774,"p","dato provvisorio"
"098056","Tavazzano con Villavesco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5960,"p","dato provvisorio"
"070077","Tavenna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",640,"p","dato provvisorio"
"079146","Taverna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2562,"p","dato provvisorio"
"013222","Tavernerio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5755,"p","dato provvisorio"
"017183","Tavernole sul Mella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1250,"p","dato provvisorio"
"075085","Taviano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11805,"p","dato provvisorio"
"002066","Guardabosone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",340,"p","dato provvisorio"
"096066","Tavigliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",919,"p","dato provvisorio"
"041065","Tavullia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7900,"p","dato provvisorio"
"076087","Teana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",568,"p","dato provvisorio"
"061091","Teano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11952,"p","dato provvisorio"
"065146","Teggiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7616,"p","dato provvisorio"
"027040","Teglio Veneto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2273,"p","dato provvisorio"
"062074","Telese Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7781,"p","dato provvisorio"
"016212","Telgate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5081,"p","dato provvisorio"
"022188","Telve","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1916,"p","dato provvisorio"
"022189","Telve di Sopra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",592,"p","dato provvisorio"
"017184","Temù","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1124,"p","dato provvisorio"
"022191","Tenno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2012,"p","dato provvisorio"
"028089","Teolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9038,"p","dato provvisorio"
"064108","Teora","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1459,"p","dato provvisorio"
"090086","Tergu","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",609,"p","dato provvisorio"
"056051","Tessennano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",306,"p","dato provvisorio"
"009060","Testico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",172,"p","dato provvisorio"
"091090","Teti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",641,"p","dato provvisorio"
"061092","Teverola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14637,"p","dato provvisorio"
"024104","Tezze sul Brenta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12840,"p","dato provvisorio"
"024105","Thiene","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",24268,"p","dato provvisorio"
"090071","Thiesi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2866,"p","dato provvisorio"
"091091","Tiana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",466,"p","dato provvisorio"
"019104","Ticengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",420,"p","dato provvisorio"
"006173","Ticineto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1341,"p","dato provvisorio"
"075086","Tiggiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2865,"p","dato provvisorio"
"010061","Tiglieto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",513,"p","dato provvisorio"
"005108","Tigliole","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1713,"p","dato provvisorio"
"017185","Tignale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1211,"p","dato provvisorio"
"095088","Tinnura","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",241,"p","dato provvisorio"
"066100","Tione degli Abruzzi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",285,"p","dato provvisorio"
"022199","Tione di Trento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3660,"p","dato provvisorio"
"014066","Tirano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8986,"p","dato provvisorio"
"079147","Tiriolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3746,"p","dato provvisorio"
"021101","Tirolo/Tirol","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2443,"p","dato provvisorio"
"090072","Tissi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2387,"p","dato provvisorio"
"076089","Tito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7283,"p","dato provvisorio"
"058104","Tivoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",56750,"p","dato provvisorio"
"034039","Tizzano Val Parma","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2117,"p","dato provvisorio"
"035041","Toano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4329,"p","dato provvisorio"
"062075","Tocco Caudio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1464,"p","dato provvisorio"
"054052","Todi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16296,"p","dato provvisorio"
"057068","Toffia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1063,"p","dato provvisorio"
"009061","Toirano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2695,"p","dato provvisorio"
"043053","Tolentino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",18858,"p","dato provvisorio"
"058105","Tolfa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4923,"p","dato provvisorio"
"096068","Tollegno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2457,"p","dato provvisorio"
"103066","Trarego Viggiona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",413,"p","dato provvisorio"
"066102","Trasacco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6072,"p","dato provvisorio"
"030124","Trasaghis","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2171,"p","dato provvisorio"
