"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"034018","Langhirano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10601,"p","dato provvisorio"
"018079","Langosco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",360,"p","dato provvisorio"
"058050","Lanuvio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13253,"p","dato provvisorio"
"014036","Lanzada","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1300,"p","dato provvisorio"
"001128","Lanzo Torinese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4986,"p","dato provvisorio"
"109009","Lapedona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1172,"p","dato provvisorio"
"064042","Lapio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1491,"p","dato provvisorio"
"078065","Lappano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",909,"p","dato provvisorio"
"047006","Larciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6317,"p","dato provvisorio"
"018080","Lardirago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1154,"p","dato provvisorio"
"058115","Lariano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13503,"p","dato provvisorio"
"070031","Larino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6606,"p","dato provvisorio"
"021042","Lasa/Laas","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4094,"p","dato provvisorio"
"082044","Lascari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3647,"p","dato provvisorio"
"013123","Lasnigo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",471,"p","dato provvisorio"
"024050","Lastebasse","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",191,"p","dato provvisorio"
"048024","Lastra a Signa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",19982,"p","dato provvisorio"
"056032","Latera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",798,"p","dato provvisorio"
"073009","Laterza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15067,"p","dato provvisorio"
"074009","Latiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14073,"p","dato provvisorio"
"030046","Latisana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13372,"p","dato provvisorio"
"076040","Latronico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4288,"p","dato provvisorio"
"078066","Lattarico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3931,"p","dato provvisorio"
"030047","Lauco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",678,"p","dato provvisorio"
"065060","Laureana Cilento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1191,"p","dato provvisorio"
"080042","Laureana di Borrello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4907,"p","dato provvisorio"
"021043","Lauregno/Laurein","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",338,"p","dato provvisorio"
"076041","Laurenzana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1681,"p","dato provvisorio"
"076042","Lauria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12393,"p","dato provvisorio"
"001129","Lauriano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1494,"p","dato provvisorio"
"065061","Laurino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1376,"p","dato provvisorio"
"065062","Laurito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",745,"p","dato provvisorio"
"064043","Lauro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3429,"p","dato provvisorio"
"010028","Lavagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12561,"p","dato provvisorio"
"023042","Lavagno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8561,"p","dato provvisorio"
"022102","Lavarone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1176,"p","dato provvisorio"
"076043","Lavello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13371,"p","dato provvisorio"
"012086","Lavena Ponte Tresa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6035,"p","dato provvisorio"
"012087","Laveno-Mombello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8645,"p","dato provvisorio"
"017087","Lavenone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",515,"p","dato provvisorio"
"065063","Laviano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1378,"p","dato provvisorio"
"022103","Lavis","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9113,"p","dato provvisorio"
"023043","Lazise","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7028,"p","dato provvisorio"
"108025","Lazzate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7782,"p","dato provvisorio"
"066050","Lecce nei Marsi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1587,"p","dato provvisorio"
"022229","Ledro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5274,"p","dato provvisorio"
"016124","Leffe","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4411,"p","dato provvisorio"
"023044","Legnago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",25570,"p","dato provvisorio"
"015118","Legnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",60336,"p","dato provvisorio"
"028044","Legnaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9186,"p","dato provvisorio"
"091038","Lei","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",490,"p","dato provvisorio"
"010029","Leivi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2389,"p","dato provvisorio"
"001131","Lemie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",164,"p","dato provvisorio"
"029029","Lendinara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11550,"p","dato provvisorio"
"083037","Leni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",689,"p","dato provvisorio"
"017088","Leno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14262,"p","dato provvisorio"
"059012","Lenola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4161,"p","dato provvisorio"
"002068","Lenta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",813,"p","dato provvisorio"
"108054","Lentate sul Seveso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15964,"p","dato provvisorio"
"069047","Lentella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",656,"p","dato provvisorio"
"089011","Lentini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",22979,"p","dato provvisorio"
"086011","Leonforte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12858,"p","dato provvisorio"
"073010","Leporano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8093,"p","dato provvisorio"
"075036","Lequile","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8704,"p","dato provvisorio"
"004106","Lequio Berria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",451,"p","dato provvisorio"
"082045","Lercara Friddi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6626,"p","dato provvisorio"
"011016","Lerici","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10004,"p","dato provvisorio"
"006088","Lerma","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",817,"p","dato provvisorio"
"003084","Lesa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2212,"p","dato provvisorio"
"091040","Loculi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",501,"p","dato provvisorio"
"091041","Lodè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1614,"p","dato provvisorio"
"098032","Lodi Vecchio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7602,"p","dato provvisorio"
"091104","Lodine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",321,"p","dato provvisorio"
"017090","Lodrino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1666,"p","dato provvisorio"
"017091","Lograto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3842,"p","dato provvisorio"
"037034","Loiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4381,"p","dato provvisorio"
"097044","Lomagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5107,"p","dato provvisorio"
"013133","Lomazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10091,"p","dato provvisorio"
"001135","Lombardore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1721,"p","dato provvisorio"
"001136","Lombriasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1053,"p","dato provvisorio"
"018083","Lomello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2107,"p","dato provvisorio"
"022108","Lona-Lases","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",877,"p","dato provvisorio"
"012089","Lonate Ceppino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5054,"p","dato provvisorio"
"012090","Lonate Pozzolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11671,"p","dato provvisorio"
"017092","Lonato del Garda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16812,"p","dato provvisorio"
"048025","Londa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1865,"p","dato provvisorio"
"094024","Longano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",663,"p","dato provvisorio"
"024051","Longare","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5609,"p","dato provvisorio"
"017093","Longhena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",557,"p","dato provvisorio"
"083042","Longi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1374,"p","dato provvisorio"
"040018","Longiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7195,"p","dato provvisorio"
"078067","Longobardi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2302,"p","dato provvisorio"
"078068","Longobucco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2875,"p","dato provvisorio"
"013134","Longone al Segrino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1937,"p","dato provvisorio"
"057034","Longone Sabino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",555,"p","dato provvisorio"
"024052","Lonigo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16431,"p","dato provvisorio"
"001137","Loranzè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1154,"p","dato provvisorio"
"028046","Loreggia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7646,"p","dato provvisorio"
"103038","Loreglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",229,"p","dato provvisorio"
"025032","Lorenzago di Cadore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",556,"p","dato provvisorio"
"029030","Loreo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3392,"p","dato provvisorio"
"042022","Loreto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12913,"p","dato provvisorio"
"068021","Loreto Aprutino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7298,"p","dato provvisorio"
"026036","Loria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9356,"p","dato provvisorio"
"043022","Loro Piceno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2263,"p","dato provvisorio"
"010030","Lorsica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",422,"p","dato provvisorio"
"017094","Losine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",611,"p","dato provvisorio"
"016128","Lovere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5182,"p","dato provvisorio"
"014038","Lovero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",630,"p","dato provvisorio"
"017095","Lozio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",386,"p","dato provvisorio"
"012091","Lozza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1258,"p","dato provvisorio"
"025033","Lozzo di Cadore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1296,"p","dato provvisorio"
"002072","Lozzolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",820,"p","dato provvisorio"
"056033","Lubriano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",896,"p","dato provvisorio"
"071028","Lucera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",32506,"p","dato provvisorio"
"051021","Lucignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3472,"p","dato provvisorio"
"008033","Lucinasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",282,"p","dato provvisorio"
"070033","Lucito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",630,"p","dato provvisorio"
"066052","Lucoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",910,"p","dato provvisorio"
"033026","Lugagnano Val d'Arda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3889,"p","dato provvisorio"
"055016","Lugnano in Teverina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1433,"p","dato provvisorio"
"024053","Lugo di Vicenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3623,"p","dato provvisorio"
"012092","Luino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14575,"p","dato provvisorio"
"013135","Luisago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2767,"p","dato provvisorio"
"091043","Lula","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1318,"p","dato provvisorio"
"017096","Lumezzane","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",22002,"p","dato provvisorio"
"041022","Lunano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1496,"p","dato provvisorio"
"078069","Lungro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2364,"p","dato provvisorio"
"004114","Magliano Alpi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2210,"p","dato provvisorio"
"066053","Magliano de' Marsi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3601,"p","dato provvisorio"
"109010","Magliano di Tenna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1418,"p","dato provvisorio"
"053013","Magliano in Toscana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3403,"p","dato provvisorio"
"058052","Magliano Romano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1503,"p","dato provvisorio"
"057035","Magliano Sabina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3634,"p","dato provvisorio"
"065065","Magliano Vetere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",644,"p","dato provvisorio"
"075039","Maglie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14040,"p","dato provvisorio"
"009035","Magliolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",934,"p","dato provvisorio"
"001143","Maglione","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",411,"p","dato provvisorio"
"020029","Magnacavallo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1475,"p","dato provvisorio"
"015131","Magnago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9277,"p","dato provvisorio"
"096030","Magnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",386,"p","dato provvisorio"
"030052","Magnano in Riviera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2303,"p","dato provvisorio"
"095083","Magomadas","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",629,"p","dato provvisorio"
"021045","Magrè sulla strada del vino/Margreid an der Weinstraße","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1281,"p","dato provvisorio"
"013139","Magreglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",652,"p","dato provvisorio"
"079069","Maida","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4643,"p","dato provvisorio"
"078071","Maierà","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1198,"p","dato provvisorio"
"102020","Maierato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2120,"p","dato provvisorio"
"042023","Maiolati Spontini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6191,"p","dato provvisorio"
"099022","Maiolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",800,"p","dato provvisorio"
"065066","Maiori","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5514,"p","dato provvisorio"
"098034","Mairago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1383,"p","dato provvisorio"
"017099","Mairano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3542,"p","dato provvisorio"
"011018","Maissana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",615,"p","dato provvisorio"
"030053","Majano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5911,"p","dato provvisorio"
"019056","Malagnino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1718,"p","dato provvisorio"
"037035","Malalbergo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9107,"p","dato provvisorio"
"030054","Malborghetto Valbruna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",908,"p","dato provvisorio"
"023045","Malcesine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3689,"p","dato provvisorio"
"022110","Malé","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2217,"p","dato provvisorio"
"017100","Malegno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2003,"p","dato provvisorio"
"098035","Maleo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3083,"p","dato provvisorio"
"083043","Malfa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",987,"p","dato provvisorio"
"012095","Malgesso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1270,"p","dato provvisorio"
"097045","Malgrate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4312,"p","dato provvisorio"
"091017","Dorgali","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8534,"p","dato provvisorio"
"016092","Dossena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",894,"p","dato provvisorio"
"007024","Doues","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",505,"p","dato provvisorio"
"040011","Dovadola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1575,"p","dato provvisorio"
"019041","Dovera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3809,"p","dato provvisorio"
"037025","Dozza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6629,"p","dato provvisorio"
"061033","Dragoni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2081,"p","dato provvisorio"
"102009","Drapia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2063,"p","dato provvisorio"
"022078","Drena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",585,"p","dato provvisorio"
"030034","Drenchia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",102,"p","dato provvisorio"
"015101","Dresano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3012,"p","dato provvisorio"
"022079","Dro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5117,"p","dato provvisorio"
"004082","Dronero","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7044,"p","dato provvisorio"
"001099","Druento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8914,"p","dato provvisorio"
"103029","Druogno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1056,"p","dato provvisorio"
"091018","Dualchi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",598,"p","dato provvisorio"
"014027","Dubino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3711,"p","dato provvisorio"
"028106","Due Carrare","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8992,"p","dato provvisorio"
"024038","Dueville","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13906,"p","dato provvisorio"
"062027","Dugenta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2751,"p","dato provvisorio"
"032001","Duino Aurisina-Devin Nabrežina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8426,"p","dato provvisorio"
"012065","Dumenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1490,"p","dato provvisorio"
"012066","Duno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",124,"p","dato provvisorio"
"062028","Durazzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2173,"p","dato provvisorio"
"070022","Duronia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",393,"p","dato provvisorio"
"103031","Formazza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",446,"p","dato provvisorio"
"036015","Formigine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",34546,"p","dato provvisorio"
"030040","Forni Avoltri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",551,"p","dato provvisorio"
"034017","Fornovo di Taro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5996,"p","dato provvisorio"
"083024","Forza d'Agrò","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",889,"p","dato provvisorio"
"046014","Fosciandora","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",571,"p","dato provvisorio"
"069033","Fossacesia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6302,"p","dato provvisorio"
"027015","Fossalta di Piave","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4149,"p","dato provvisorio"
"035022","Gattatico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5800,"p","dato provvisorio"
"012072","Gavirate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9291,"p","dato provvisorio"
"016111","Gazzaniga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5006,"p","dato provvisorio"
"085007","Gela","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",74075,"p","dato provvisorio"
"042020","Genga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1699,"p","dato provvisorio"
"004096","Genola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2609,"p","dato provvisorio"
"076036","Genzano di Lucania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5566,"p","dato provvisorio"
"013107","Gera Lario","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1035,"p","dato provvisorio"
"080036","Gerace","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2501,"p","dato provvisorio"
